"Protesters disrupt Hong Kong's MTR services during morning rush hour","Asia-articles-txt/articles174txt","30 Jul 2019 09:53AM","Hong Kong,extradition Bill,Hong Kong protests,Asia"
"US firms see little clarity on Huawei as US-China talks resume","Asia-articles-txt/articles175txt","30 Jul 2019 09:05AM","business and finance,United States,trade war,China,Huawei,Business"
"18 killed as Pakistani army plane crashes into residential area","Asia-articles-txt/articles176txt","30 Jul 2019 08:44AM","Pakistan,plane,flight,plane crash,Asia"
"ASEAN working towards regional payments system","Asia-articles-txt/articles177txt","30 Jul 2019 06:52AM","ASEAN,digital economy,Asia"
"Commentary: PM Mahathir has no interest in building a dynasty","Asia-articles-txt/articles179txt","30 Jul 2019 06:23AM","Mahathir Mohamad,Mukhriz Mahathir,Malaysia,Pakatan Harapan,Anwar Ibrahim,Marina Mahathir,Commentary"
"China-US trade talks to restart after G20 tariff truce","Asia-articles-txt/articles180txt","30 Jul 2019 04:58AM","United States,China,trade war,Business"
"Fly buzzes Duterte as he attacks Philippine priests","Asia-articles-txt/articles181txt","30 Jul 2019 11:01PM","Rodrigo Duterte,Philippines,Asia"
"Vietnamese fishermen call for action against China","Asia-articles-txt/articles182txt","30 Jul 2019 08:56PM","Vietnam,China,Asia"
"44 Hong Kong protesters charged with rioting","Asia-articles-txt/articles183txt","30 Jul 2019 08:00PM","Hong Kong,extradition Bill,Hong Kong protests,Asia"
"Trump warns China not to wait for 2020 US election to make trade deal","Asia-articles-txt/articles184txt","30 Jul 2019 07:57PM","US,China,news and politics,Donald Trump,US-China trade war,World"
"Myanmar lawmakers debate proposals to curb military political power","Asia-articles-txt/articles185txt","30 Jul 2019 07:53PM","Myanmar,political power,Suu Kyi,NLD,news and politics,Asia"
"China says 'most' inmates in Xinjiang camps are out","Asia-articles-txt/articles186txt","30 Jul 2019 06:27PM","'most,education,China,Xinjiang,Asia"
"Dozens of live pangolins found hidden on bus in Vietnam","Asia-articles-txt/articles187txt","30 Jul 2019 06:21PM","Vietnam,smuggling,pangolins,Asia"
"AirAsia to remove processing fee for credit card, online banking payments","Asia-articles-txt/articles188txt","30 Jul 2019 06:17PM","AirAsia,airlines,Malaysia,Tony Fernandes,Business"
"Gilead, Novartis cancer therapies losing patients to experimental treatments","Asia-articles-txt/articles189txt","30 Jul 2019 06:12PM","cell therapy,Yescarta,CAR-Ts,medical health,Gilead,Kymriah,World"
"China executes man for rape and killing spree","Asia-articles-txt/articles190txt","30 Jul 2019 05:46PM","news and politics,serial killer,China,Zhao Zhihong,Asia"
"China detains critic of online censorship for 'provoking trouble'","Asia-articles-txt/articles191txt","15 Aug 2019 04:57PM","China,Asia"
"Pakistan observes 'Black Day' for Kashmir as India celebrates independence","Asia-articles-txt/articles192txt","15 Aug 2019 04:46PM","New Delhi,Pakistan,Kashmir,Black Day,India,Asia"
"Asia stocks slump on recession fears","Asia-articles-txt/articles193txt","15 Aug 2019 04:30PM","Hong Kong,China,global recession,Business"
"Football: 'Why didn't you play?' South Korean fan flies to Sweden to confront Ronaldo","Asia-articles-txt/articles194txt","15 Aug 2019 04:23PM","Juventus,Cristiano Ronaldo,football,South Korea,Sport"
"In 'clear warning', Chinese paramilitary forces exercise near Hong Kong","Asia-articles-txt/articles195txt","15 Aug 2019 04:07PM","Hong Kong protests,Hong Kong,China,Shenzhen,Asia"
"Myanmar rebels carry out unprecedented attack on military academy","Asia-articles-txt/articles196txt","15 Aug 2019 03:52PM","Myanmar,politics,military,Asia"
"India's Modi trumpets Kashmir, Muslim marriage moves in Independence Day speech","Asia-articles-txt/articles197txt","15 Aug 2019 02:59PM","India,Kashmir,Asia"
"China's Tencent sorry for saying Typhoon Lekima killed 'nearly everyone'","Asia-articles-txt/articles198txt","15 Aug 2019 02:31PM","Tencent,Internet,Typhoon Lekima,natural disasters,Asia"
"Malaysian police say Irish teen Nora Quoirin probably died from hunger, stress","Asia-articles-txt/articles199txt","15 Aug 2019 02:18PM","Malaysia,Nora Quoirin,Seremban,Asia"
"Locals worry no one will visit Malaysian village after death of Irish teen Nora Quoirin","Asia-articles-txt/articles200txt","15 Aug 2019 01:40PM","Malaysia,Seremban,Nora Quoirin,Asia"
"The village with dolls but no children – and Japan’s existential crisis","Asia-articles-txt/articles201txt","17 Aug 2019 06:15AM","cna insider,japan.ageing,CNA Insider"
"Beef noodle soup that's been simmering for 40 years delivers a taste of old Thailand","Asia-articles-txt/articles202txt","17 Aug 2019 06:03AM","noodle,soup,beef,restaurant,thailand,wattana panich,Asia"
"Commentary: Why this US-China trade war is harder to resolve","Asia-articles-txt/articles203txt","17 Aug 2019 06:02AM","US China trade war,global economy,global recession,China,Commentary"
"US advances sale of F-16 fighters to Taiwan","Asia-articles-txt/articles205txt","17 Aug 2019 12:23AM","China,Taiwan,Marco Rubio,Asia"
"Schools, telephone lines to be opened in Kashmir after lockdown","Asia-articles-txt/articles206txt","17 Aug 2019 12:05AM","Kashmir,India,Asia"
"Japan under pressure over past hunting of endangered whales","Asia-articles-txt/articles207txt","16 Aug 2019 11:58PM","Japan,sei whale,Asia"
"Brother of Afghan Taliban leader killed in Pakistan mosque blast","Asia-articles-txt/articles208txt","16 Aug 2019 11:04PM","Taliban,Afghanistan,Pakistan,United States,Asia"
"Vietnam demands Chinese ship leaves its exclusive economic zone","Asia-articles-txt/articles209txt","16 Aug 2019 10:31PM","Beijing,Vietnam,United States,China,Asia"
"Missing Singaporean kayaker: Malaysia narrows search area after reported sighting of body","Asia-articles-txt/articles210txt","16 Aug 2019 10:26PM","Malaysia,missing kayakers,Singapore"
"Lion Air 'urgently requires' more 737 MAX jets to support growth, says co-founder","Asia-articles-txt/articles211txt","14 Aug 2019 07:56PM","Lion Air,aviation,Indonesia,Asia"
"Cathay Pacific fires two pilots over Hong Kong protests","Asia-articles-txt/articles212txt","14 Aug 2019 07:25PM","Cathay Pacific,Hong Kong,Hong Kong protests,Asia"
"Halt Afghan civilian casualties, UN says after report of 11 killed by government","Asia-articles-txt/articles213txt","14 Aug 2019 07:01PM","Taliban,Afghanistan,Pakistan,UN,news and politics,gravely,World"
"British men arrested in huge Australia drug bust","Asia-articles-txt/articles214txt","14 Aug 2019 06:45PM","Australia,drugs,Asia"
"South Koreans protest, unveil memorial in 'comfort women' row with Japan","Asia-articles-txt/articles215txt","14 Aug 2019 06:24PM","South Korea,Japan,Asia"
"Volunteer hikers describe moment they found missing Irish teen's body lying by a stream","Asia-articles-txt/articles216txt","14 Aug 2019 06:23PM","Nora Quoirin,Malaysia,Asia"
"Fresh flood alert in southern India as monsoon death toll rises to more than 270","Asia-articles-txt/articles217txt","14 Aug 2019 05:51PM","Kerala,India,floods,Asia"
"Ardern backs Pacific on climate, puts heat on Australia","Asia-articles-txt/articles218txt","14 Aug 2019 05:42PM","Scott Morrison,Pacific islands,Australia,climate change,World"
"Young, educated and furious: A survey of Hong Kong's protesters","Asia-articles-txt/articles219txt","14 Aug 2019 05:42PM","Hong Kong,Hong Kong protests,Asia"
"Philippine boy eaten by crocodile in latest attack","Asia-articles-txt/articles220txt","14 Aug 2019 05:38PM","Philippines,Palawan,crocodile attacks,Asia"
"Swarovski latest luxury brand to apologise to China for calling Hong Kong a separate country","Asia-articles-txt/articles221txt","13 Aug 2019 09:17PM","Hong Kong,China,Hong Kong protests,Taiwan,Business"
"Indonesia's president to decide whether ore export ban to be brought forward","Asia-articles-txt/articles222txt","13 Aug 2019 08:38PM","Indonesia,iron,nickel,mineral ore,Jokowi,Joko Widodo,Asia"
"Scoot offers full refund, rebooking options for those flying between Hong Kong and Singapore","Asia-articles-txt/articles223txt","13 Aug 2019 08:21PM","Hong Kong,Hong Kong protests,travel,transport,Scoot,aviation,Asia"
"Indonesia ships back tonnes of Australian waste","Asia-articles-txt/articles224txt","13 Aug 2019 08:16PM","Indonesia,Australia,waste,Asia"
"40 dead in Bangladesh's worst-ever dengue outbreak","Asia-articles-txt/articles225txt","13 Aug 2019 07:59PM","health,dengue,Bangladesh,Asia"
"Chinese ship returns to Vietnam's exclusive economic zone","Asia-articles-txt/articles226txt","13 Aug 2019 07:35PM","Vietnam,China,survey ship,Asia"
"PM Mahathir accuses Chinese schools association of racism over khat controversy","Asia-articles-txt/articles227txt","13 Aug 2019 07:29PM","Malaysia,khat,education,Asia"
"Kayak belonging to missing Singaporeans found as search operations enter fifth day in Malaysia","Asia-articles-txt/articles228txt","13 Aug 2019 06:54PM","missing,Singapore,Malaysia,kayak,Singapore"
"US President Trump asked Japan PM to buy farm products: Kyodo","Asia-articles-txt/articles229txt","13 Aug 2019 06:34PM","business and finance,U.S.,'huge,Kyodo,Japan,Trump,Business"
"Trump Jr touts 'dream' Indonesia projects, denies any conflicts","Asia-articles-txt/articles230txt","13 Aug 2019 06:26PM","Donald Trump Jr,Indonesia,Hary Tanoesoedibjo,Asia"
"Hundreds stuck in India's financial capital Mumbai as heavy rain disrupts rail service","Asia-articles-txt/articles231txt","05 Aug 2019 03:40PM","Mumbai,India,Asia"
"Australia rules out hosting US missiles ","Asia-articles-txt/articles232txt","05 Aug 2019 02:35PM","China,Australia,US,missiles,World"
"India abolishes Kashmir special status with rush decree","Asia-articles-txt/articles233txt","05 Aug 2019 02:31PM","India,Kashmir,Asia"
"India's Kashmir goes dark as phone lines, internet suspended in widening clampdown","Asia-articles-txt/articles234txt","05 Aug 2019 02:08PM","Narendra Modi,Kashmir,India,Asia"
"UN urges sanctions on Myanmar army businesses, says foreign partners could be complicit","Asia-articles-txt/articles235txt","05 Aug 2019 02:04PM","United Nations,Myanmar,Asia"
"Swimming: Australia's Horton says no regrets over Sun podium protest","Asia-articles-txt/articles236txt","05 Aug 2019 01:01PM","Australia,Mack Horton,Sun Yang,Sport"
"Irish teen goes missing while on holiday in Malaysia","Asia-articles-txt/articles237txt","05 Aug 2019 12:55PM","Malaysia,Nora Quoirin,Asia"
"China's child modelling industry booms amid controversy","Asia-articles-txt/articles238txt","05 Aug 2019 12:20PM","China,children,modelling,social media,Asia"
"Chinese yuan falls to lowest level against US dollar since August 2010","Asia-articles-txt/articles239txt","05 Aug 2019 11:49AM","yuan,China,US China trade war,US,forex,currency,Business"
"Japan wants to arrange a visit by PM Abe to Russia in September","Asia-articles-txt/articles240txt","05 Aug 2019 11:16AM","Shinzo Abe,Japan,Russia,Asia"
"Toyota fetches new way to use AI, self-drive tech in Tokyo Games","Asia-articles-txt/articles241txt","22 Jul 2019 10:00AM","Toyota,Tokyo,technology & computing,Business"
"China says Xinjiang 'inseparable' despite attempts to distort history","Asia-articles-txt/articles242txt","22 Jul 2019 09:42AM","China,Xinjiang,Asia"
"Masked men assault protesters, commuters in Hong Kong MTR station","Asia-articles-txt/articles243txt","22 Jul 2019 08:11AM","Hong Kong,Hong Kong protests,Asia"
"China steel mill boss detained for pollution offences ","Asia-articles-txt/articles244txt","22 Jul 2019 07:39AM","China,Tangshan,Hebei province,steel mill,pollution,Business"
"China's answer to Nasdaq set to begin trading","Asia-articles-txt/articles245txt","22 Jul 2019 07:19AM","Nasdaq,Shanghai,market reforms,tech rivalry,STAR Market,Sci-Tech Innovation Board,Business"
"US to press Pakistan PM on Afghan peace, terrorism crackdown","Asia-articles-txt/articles246txt","22 Jul 2019 03:43AM","Afghanistan,Pakistan,Imran Khan,terrorists,Taliban,Asia"
"Former Maldives president pleads not guilty to money laundering charges","Asia-articles-txt/articles247txt","22 Jul 2019 01:37AM","Maldives,Abdulla Yameen,money laundering,Asia"
"Japan's Abe claims victory in upper house election","Asia-articles-txt/articles248txt","22 Jul 2019 12:47AM","Japan,Shinzo Abe,upper house,election,pacifist constitution,Asia"
"Japan ruling bloc to keep simple majority in upper house: Poll","Asia-articles-txt/articles249txt","21 Jul 2019 11:59PM","Japan,Shinzo Abe,elections,Asia"
"South Korean YouTubers lure Japanese audience with attacks on Moon","Asia-articles-txt/articles251txt","24 Jul 2019 07:30AM","Moon Jae-in,Japan,South Korea,YouTube,Asia"
"Commentary: Trump and Xi need a trade deal and they need it soon","Asia-articles-txt/articles252txt","24 Jul 2019 06:24AM","US China trade war,Donald Trump,Xi Jinping,Liu He,United States,China,Commentary"
"Colombia could spend US$1b on new air force planes","Asia-articles-txt/articles253txt","24 Jul 2019 05:26AM","Colombia,military aircraft,Sweden,United States,Spain,World"
"Four Chinese indicted for evading US weapons sanctions on North Korea","Asia-articles-txt/articles254txt","24 Jul 2019 02:12AM","Chinese nationals,financial dealings,North Korea,mass destruction,Asia"
"Pakistan will try to persuade Taliban to meet Afghan government: PM Imran Khan","Asia-articles-txt/articles255txt","24 Jul 2019 01:31AM","Pakistan,Imran Khan,Afghanistan,Taliban,Asia"
"1,000 probes into Chinese intellectual property theft: FBI","Asia-articles-txt/articles256txt","24 Jul 2019 01:23AM","Christopher Wray,FBI,intellectual property,China,Business"
"More than 60 killed, hundreds of thousands displaced by flooding in Bangladesh","Asia-articles-txt/articles257txt","23 Jul 2019 11:26PM","Bangladesh,flood,Asia"
"China says it will 'not tolerate foreign forces' in Hong Kong","Asia-articles-txt/articles258txt","23 Jul 2019 10:57PM","Hong Kong,China,United States,United Kingdom,Britain,Hong Kong protests,Asia"
"China's agri ministry emphasizes need to ensure stable hog market","Asia-articles-txt/articles259txt","23 Jul 2019 09:36PM","swine,China,medical health,Asia"
"Roaming tiger captured in Terengganu dies from virus","Asia-articles-txt/articles260txt","23 Jul 2019 09:09PM","Malaysia,Terengganu,tiger,wildlife,Asia"
"Crocodiles hunt dogs in flooded Indian city","Asia-articles-txt/articles261txt","02 Aug 2019 03:59PM","India,animals,floods,Asia"
"Hungarian doctors separate Bangladeshi twins joined at head","Asia-articles-txt/articles262txt","02 Aug 2019 03:49PM","Bangladesh,Hungary,twins,surgery,Asia"
"China warns of retaliation after Trump threatens fresh tariffs","Asia-articles-txt/articles263txt","02 Aug 2019 03:47PM","US-China trade war,US,China,trade,Asia"
"South Korea to remove Japan from export 'white list' in tit-for-tat move","Asia-articles-txt/articles264txt","02 Aug 2019 03:36PM","Seoul,Japan,South Korea,trade,Asia"
"Angry South Koreans accuse Japan of 'economic invasion'","Asia-articles-txt/articles265txt","02 Aug 2019 03:25PM","South Korea,Japan,trade,Asia"
"Golden brew: Rare 2kg bag of tea fetches more than US$2,000 at auction, sets record","Asia-articles-txt/articles266txt","02 Aug 2019 02:56PM","tea,India,auctions,Asia"
"French drug smuggler's death sentence commuted in Indonesia","Asia-articles-txt/articles267txt","02 Aug 2019 02:50PM","drugs,Indonesia,Asia"
"Pompeo jabs at China's 'bad behaviour', defends US tariffs","Asia-articles-txt/articles268txt","02 Aug 2019 02:43PM","US-China trade war,US,China,trade,World"
"Russian PM's visit to disputed island regrettable, Japan says","Asia-articles-txt/articles269txt","02 Aug 2019 02:14PM","Japan,Russia,Asia"
"South Korea's Moon pledges action against Japan's 'unfair' trade step","Asia-articles-txt/articles270txt","02 Aug 2019 01:44PM","Japan,South Korea,trade,Asia"
"Hong Kong braces for Cyclone Wipha; observatory issues storm signal No 8","Asia-articles-txt/articles271txt","31 Jul 2019 02:01PM","Hong Kong,weather,Typhoon Wipha,Asia"
"China factory activity contracts again amid trade row","Asia-articles-txt/articles272txt","31 Jul 2019 01:55PM","business and finance,trade war,China,United States,Business"
"US, China to hold more trade talks after 'constructive' meeting","Asia-articles-txt/articles273txt","31 Jul 2019 01:45PM","United States,business and finance,Donald Trump,China,Business"
"Japan actor-turned politician Taro Yamamoto aims for real-life starring role","Asia-articles-txt/articles274txt","31 Jul 2019 01:38PM","Japan,news and politics,Asia"
"Outraged Hong Kong's civil servants voice rare dissent","Asia-articles-txt/articles275txt","31 Jul 2019 12:43PM","Hong Kong,Carrie Lam,Hong Kong protests,extradition Bill,Asia"
"Tensions high as pro-democracy protesters face court in Hong Kong","Asia-articles-txt/articles276txt","31 Jul 2019 12:27PM","Hong Kong,news and politics,Carrie Lam,extradition Bill,Hong Kong protests,Asia"
"South Korean cult leader jailed for beating followers","Asia-articles-txt/articles277txt","31 Jul 2019 11:11AM","South Korea,religion,Asia"
"Indian coffee tycoon Siddhartha's body found in river","Asia-articles-txt/articles278txt","31 Jul 2019 10:44AM","VG Siddhartha,Cafe Coffee Day,Asia"
"China probes small bank shareholdings as risk worries persist","Asia-articles-txt/articles279txt","31 Jul 2019 10:15AM","business and finance,China,Business"
"Britain searches for post-Brexit business opportunities in Southeast Asia","Asia-articles-txt/articles280txt","31 Jul 2019 07:34AM","Southeast Asia,post-Brexit,Dominic Raab,Britain,Thailand,ASEAN,Business"
"Trump shrugs off trade war concerns; China warns of market chaos","Asia-articles-txt/articles281txt","06 Aug 2019 01:05PM","business and finance,U.S.,trade war,Donald Trump,United States,China,Business"
"China warns of countermeasures if US puts missiles on its 'doorstep'","Asia-articles-txt/articles282txt","06 Aug 2019 11:31AM","US,Asia,China,news and politics,Asia"
"Chinese currency steadies after turbulent trading","Asia-articles-txt/articles283txt","06 Aug 2019 11:25AM","China,yuan,currency,Business"
"Drought reveals lost temple in Thailand submerged by dam","Asia-articles-txt/articles284txt","06 Aug 2019 08:49AM","Thailand,Yotin Lopnikorn,Buddhism,Asia"
"US urges respect for rights after India's Kashmir move","Asia-articles-txt/articles285txt","06 Aug 2019 08:05AM","Kashmir,India,Asia"
"US designates China as currency manipulator for first time in decades","Asia-articles-txt/articles286txt","06 Aug 2019 07:13AM","US,China,US China trade war,currency,yuan,Donald Trump,Business"
"Commentary: How Hong Kong protesters have been dominating the battle for public space","Asia-articles-txt/articles287txt","06 Aug 2019 06:32AM","Hong Kong,Hong Kong protests,China,Carrie Lam,social media,Commentary"
"North Korea threatens more launches after fourth test in 12 days","Asia-articles-txt/articles288txt","06 Aug 2019 05:34AM","North Korea,Pyongyang,US,South Korea,Asia"
"China firms stop purchases of US farm produce","Asia-articles-txt/articles289txt","06 Aug 2019 05:28AM","China,US,US China trade war,forex,currency,Asia"
"US Afghan envoy praises 'excellent progress' in Taliban talks","Asia-articles-txt/articles290txt","06 Aug 2019 04:33AM","Taliban,Afghanistan,Doha,peace deal,Zalmay Khalilzad,Asia"
"Rival rallies as Hong Kong's divisions deepen","Asia-articles-txt/articles291txt","17 Aug 2019 06:34PM","Hong Kong,Hong Kong protests,China,extradition Bill,Asia"
"Acehnese hold mass dance for Indonesian independence day","Asia-articles-txt/articles292txt","17 Aug 2019 06:24PM","Aceh,Indonesia,Asia"
"Kazakh advocate of Muslim rights in China set free in plea bargain","Asia-articles-txt/articles293txt","17 Aug 2019 05:51PM","China,news and politics,Kazakhstan,Xinjiang,Uighurs,Asia"
"Qingdao remembers its German past with massive beer festival","Asia-articles-txt/articles294txt","17 Aug 2019 05:25PM","China,Germany,Oktoberfest,Asia"
"Beloved baby dugong 'Mariam' dies in Thailand with plastic in stomach","Asia-articles-txt/articles295txt","17 Aug 2019 04:41PM","news and politics,Thailand,environment,plastic,Asia"
"Hong Kong protest tensions heat up in Australia","Asia-articles-txt/articles296txt","17 Aug 2019 04:16PM","Hong Kong,China,news and politics,Australia,Hong Kong protests,Asia"
"E coli in water forces Tokyo to cancel swimming at Paratriathlon World Cup","Asia-articles-txt/articles297txt","17 Aug 2019 03:50PM","sports,E coli,diarrhoea,Asia"
"Hong Kong teachers rally in thunderstorm at start of weekend of protests","Asia-articles-txt/articles298txt","17 Aug 2019 03:40PM","Hong Kong,Hong Kong police,extradition Bill,Asia"
"Hong Kong protests: Businesses dependent on tourism reel from massive income loss","Asia-articles-txt/articles299txt","17 Aug 2019 01:34PM","Hong Kong protests,Hong Kong,Asia"
"North Korea's Kim supervised 'new weapon' test again: KCNA","Asia-articles-txt/articles300txt","17 Aug 2019 10:52AM","North Korea missile tests,Kim Jong Un,Asia"
"US, China to hold more trade talks after 'constructive' meeting","Asia-articles-txt/articles301txt","31 Jul 2019 07:02PM","United States,business and finance,China,World"
"‘I’m not going against my promise’: PM Mahathir on handover to Anwar","Asia-articles-txt/articles302txt","31 Jul 2019 04:51PM","Malaysia,Mahathir Mohamad,Anwar Ibrahim,political succession,Asia"
"US set to push security strategy as Chinese manoeuvres rattle region","Asia-articles-txt/articles303txt","31 Jul 2019 04:51PM","business and finance,Vietnam,US,United States,China,assertiveness,Asia"
"Top diplomats from South Korea, Japan to hold talks: Seoul","Asia-articles-txt/articles304txt","31 Jul 2019 04:27PM","South Korea,Japan,Asia"
"Australian bush resort probed for wombat shooting tours ","Asia-articles-txt/articles305txt","31 Jul 2019 03:42PM","Australia,wildlife,World"
"Kolkata: Birthplace of the Calcutta Cup, and still India's rugby hub","Asia-articles-txt/articles306txt","31 Jul 2019 03:37PM","rugby,England,India,Sport"
"China to halt individual Taiwan tourism permits for 47 mainland cities","Asia-articles-txt/articles307txt","31 Jul 2019 03:23PM","China,Taiwan,visa,Asia"
"Sign of the times: China's capital Beijing orders Arabic, Muslim symbols taken down","Asia-articles-txt/articles308txt","31 Jul 2019 02:27PM","China,halal,religion & spirituality,Xinjiang,Asia"
"Security, heat and lawsuits: The story of European football clubs in Asia","Asia-articles-txt/articles309txt","31 Jul 2019 02:07PM","China,Pep Guardiola,Manchester City,fooball,Sport"
"After historic rocket launch, Chinese startup to ramp up missions","Asia-articles-txt/articles310txt","31 Jul 2019 02:01PM","technology & computing,China,space,Business"
"China detects African swine fever in pigs transported to Liaoning: Xinhua","Asia-articles-txt/articles311txt","28 Jul 2019 12:05AM","pets,swine,Beijing,Liaoning,Xinhua,China,Asia"
"Swimming: Australia's Jack fails drug test, denies wrongdoing","Asia-articles-txt/articles312txt","27 Jul 2019 09:21PM","sports,drug test,Mack Horton,China,Australia,Shayna Jack,Asia"
"Rugby: Emotional Genia leads Wallabies to win over Pumas","Asia-articles-txt/articles313txt","27 Jul 2019 09:18PM","Will Genia,Christian Lealiifano,sports,Pumas,series,Wallabies,Sport"
"Australia says diplomats must respect free speech after Hong Kong protest at university","Asia-articles-txt/articles314txt","27 Jul 2019 08:32PM","Australia,Hong Kong,China,World"
"Indian navy rescues hundreds stranded on train in floods","Asia-articles-txt/articles315txt","27 Jul 2019 08:04PM","India,floods,Asia"
"Singapore and China to conduct 10-day bilateral army exercise","Asia-articles-txt/articles316txt","27 Jul 2019 07:57PM","Singapore Armed Forces,People’s Liberation Army,China,Singapore"
"Tear gas fired, clashes at Hong Kong MTR station during banned protest","Asia-articles-txt/articles317txt","27 Jul 2019 05:36PM","Hong Kong,Hong Kong protests,Yuen Long,Asia"
"Hong Kongers defy police ban and gather for 'anti-triad' rally","Asia-articles-txt/articles318txt","27 Jul 2019 03:40PM","Hong Kong,protest,Yuen Long,Asia"
"India urges Iran to free all its crew after nine released","Asia-articles-txt/articles319txt","27 Jul 2019 02:25PM","sports,Iran,foreign ministry,India,Asia"
"Eight killed as twin quakes strike Philippines","Asia-articles-txt/articles320txt","27 Jul 2019 09:33AM","Earthquakes,Asia"
"Police among 18 feared killed in landslide at Myanmar jade mine","Asia-articles-txt/articles321txt","28 Jul 2019 03:15PM","Myanmar,Hpakant,Asia"
"Vietnam seizes 125kg of rhino horn hidden in plaster","Asia-articles-txt/articles322txt","28 Jul 2019 02:52PM","Vietnam,Hanoi,wildlife,rhino horn,Asia"
"China landslide death toll rises to 36 with 15 still missing","Asia-articles-txt/articles323txt","28 Jul 2019 12:38PM","China,landslide,news and politics,Asia"
"Hong Kong braces for new rally after fresh riot police clashes","Asia-articles-txt/articles324txt","28 Jul 2019 12:30PM","Hong Kong protests,China,news and politics,Yuen Long,extradition,Asia"
"North Korean boat crosses into South Korean waters: Report","Asia-articles-txt/articles325txt","28 Jul 2019 09:05AM","North Korea,South Korea,Asia"
"Commentary: Pirates and other dangerous activities remain pesky challenges for maritime enforcement in South China Sea","Asia-articles-txt/articles326txt","28 Jul 2019 06:27AM","maritime,South China Sea,China,Vietnam,Indonesia,Malaysia,Commentary"
"From lawyer to insect farmer: Malaysian entrepreneur touts roasted crickets as healthy, sustainable snack ","Asia-articles-txt/articles327txt","28 Jul 2019 06:26AM","Malaysia,environment,Asia"
"Earthquake of magnitude 6.3 strikes near south coast of Japan's Honshu: EMSC","Asia-articles-txt/articles328txt","28 Jul 2019 04:12AM","Honshu,Japan,EMSC,earthquake,Asia"
"Afghan-Taliban talks could happen within two weeks","Asia-articles-txt/articles329txt","28 Jul 2019 02:37AM","Taliban,Afghanistan,Ashraf Ghani,peace,news and politics,Kabul,Asia"
"Myanmar delegation holds repatriation talks with Rohingya in Bangladesh","Asia-articles-txt/articles330txt","28 Jul 2019 12:50AM","Myanmar,Bangladesh,news and politics,Cox,Asia"
"Japan's Yasukuni Shrine for war dead vandalised by man claiming to be Chinese","Asia-articles-txt/articles331txt","19 Aug 2019 07:38PM","Yasukuni Shrine,Tokyo,Japan,news and politics,Metropolitan Police Department,Asia"
"Khazanah injects US$72 million in Malaysia Airlines as it considers offers","Asia-articles-txt/articles332txt","19 Aug 2019 06:51PM","Khazanah NasionaL,Malaysia,Malaysia Airlines,Business"
"Gina Lopez, foe of Philippine mining industry, dies at 65","Asia-articles-txt/articles333txt","19 Aug 2019 06:46PM","Philippines,Gina Lopez,mining,Asia"
"Empty classrooms as some schools re-open in Indian Kashmir","Asia-articles-txt/articles334txt","19 Aug 2019 06:01PM","Kashmir,India,education,Asia"
"Malaysia, Singapore reach 'understanding' over RTS Link project: Malaysian Transport Minister","Asia-articles-txt/articles335txt","19 Aug 2019 05:53PM","Malaysia,Singapore,RTS,Asia"
"Malaysian authorities call off search for missing Singaporean kayaker Tan Eng Soon","Asia-articles-txt/articles336txt","19 Aug 2019 04:08PM","Malaysia,kayaker,Singapore"
"Malaysian couple, baby die in early morning house fire","Asia-articles-txt/articles337txt","19 Aug 2019 04:07PM","Malaysia,fire,Asia"
"China plans to make Shenzhen a 'better place' than Hong Kong ","Asia-articles-txt/articles338txt","19 Aug 2019 04:02PM","Hong Kong,China,Shenzhen,Asia"
"Japanese, South Korean foreign ministers to meet in Beijing","Asia-articles-txt/articles339txt","19 Aug 2019 02:51PM","Japan,South Korea,China,trade,diplomacy,Asia"
"Philippines checks for African swine fever as pig deaths rise","Asia-articles-txt/articles340txt","19 Aug 2019 02:45PM","Philippines,swine fever,Asia"
"Ambulance crew injured by Hong Kong airport protesters while helping patient: Fire department","Asia-articles-txt/articles341txt","15 Aug 2019 12:51AM","Hong Kong protests,Hong Kong,Hong Kong airport,Asia"
"Climbers must be trained to tackle Everest, panel says after deaths","Asia-articles-txt/articles342txt","15 Aug 2019 12:17AM","Nepal,Mount Everest,training,high altitude,Asia"
"Nepal mulls minimum Everest criteria after deadly season","Asia-articles-txt/articles343txt","14 Aug 2019 10:39PM","Nepal,Kathmandu,Mount Everest,mountaineering,Asia"
"Hong Kong police fire tear gas at demonstrators in Sham Shui Po","Asia-articles-txt/articles344txt","14 Aug 2019 10:17PM","Hong Kong protests,Hong Kong,China,Asia"
"France opens criminal probe into death of Irish girl in Malaysia","Asia-articles-txt/articles345txt","14 Aug 2019 09:56PM","Nora Quoirin,Malaysia,France,Asia"
"Gay Myanmar man who took own life 'mentally weak': Inquiry","Asia-articles-txt/articles346txt","14 Aug 2019 09:52PM","news and politics,LGBTQ,Myanmar,Asia"
"China's online users lambast Huawei for Taiwan listing","Asia-articles-txt/articles347txt","14 Aug 2019 09:10PM","Asia"
"Statue of 'comfort women' pulled from Japan exhibit finds new home","Asia-articles-txt/articles348txt","14 Aug 2019 09:07PM","South Korea,Japan,comfort women,Asia"
"Japan urges more than 300,000 to evacuate as storm Krosa nears","Asia-articles-txt/articles349txt","14 Aug 2019 08:48PM","NHK,Krosa,tropical storm,Japan,news and politics,Asia"
"Pakistan vows to respond to any Indian aggression in Kashmir","Asia-articles-txt/articles350txt","14 Aug 2019 08:11PM","Asia"
